name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2017-06-22T06:00:00,20,20,13.9,67.75,0,0,,0,0,,7,55,1015.7,14,16,108.4,0.4,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T07:00:00,21.2,21.2,14.1,64.04,0,0,,0,0,,1.4,23,1016.3,23.8,16,284.8,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T08:00:00,22.2,22.2,13.6,58.11,0,0,,0,0,,6.5,70,1016.7,23.8,16,472.5,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T09:00:00,23.7,23.7,13.2,51.79,0,0,,0,0,,2.5,19,1016.7,23.8,16,652.8,2.4,7,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T10:00:00,25,25,12.7,46.32,0,0,,0,0,,3,15,1016.1,13.4,16,803,2.9,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T11:00:00,25.7,25.7,13.2,46.14,0,0,,0,0,,3.5,11,1015.5,23.8,16,905.8,3.3,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T12:00:00,27.2,27.3,14.2,44.91,0,0,,0,0,,3.5,299,1015.4,9.5,16,948.5,3.4,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T13:00:00,27.9,27.8,14.6,44.21,0,0,,0,0,,10.9,190,1015.1,9.5,16,907.8,3.3,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T14:00:00,27.5,27.5,13.9,43.36,0,0,,0,0,31.7,22.3,160,1014.7,9.5,16,861.3,3.1,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T15:00:00,27.2,27.4,14.7,46.29,0,0,,0,0,,11.8,170,1014.1,9.5,16,788.8,2.8,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T16:00:00,28.1,28.3,15.8,47.28,0,0,,0,0,31.7,10.4,180,1013.4,9.5,16,638,2.3,6,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T17:00:00,27.4,27.9,16.6,51.86,0,0,,0,0,35.3,24.1,180,1013.4,14,16,455,1.6,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T18:00:00,26.8,27.2,15.3,49.1,0,0,,0,0,40.7,16.9,180,1012.3,14,16,257.3,0.9,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T19:00:00,26.7,27.4,16.6,53.9,0,0,,0,0,,6,69,1012.3,14,16,82.1,0.3,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T20:00:00,26,26,18.3,62.3,0,0,,0,0,,3.9,65,1012.4,14,16,2.1,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T21:00:00,25.5,25.5,18.8,66.54,0,0,,0,0,,3,0,1012.6,17.8,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T22:00:00,25.5,25.5,19.3,68.83,0,0,,0,0,,14.8,180,1012.6,17.8,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T23:00:00,26.3,26.3,19.8,67.62,0,0,,0,0,,7.9,225,1012.5,26.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T00:00:00,27,28.8,20.9,69.39,0,0,,0,0,,8.5,220,1012.4,19,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T01:00:00,27,28.8,20.9,69.39,0,0,,0,0,,14.8,220,1011.9,24.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T02:00:00,26.8,28.6,20.9,70.1,0,0,,0,0,,4.4,299,1011.2,24.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T03:00:00,26.4,26.4,20.9,71.81,0,0,,0,0,,8.5,220,1010.5,24.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T04:00:00,26.3,26.3,21.4,74.63,0,0,,0,0,,7.4,220,1010,19,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T05:00:00,25.9,25.9,21.4,76.26,0,0,,0,0,,11.6,220,1009.8,17.8,16,5.8,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T06:00:00,25.8,25.8,21.4,76.94,0,0,,0,0,,7.9,237,1009.9,23.8,14.5,109.6,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T07:00:00,25.8,25.8,21.8,78.89,0,0,,0,0,,8.5,210,1009.9,17.8,13.8,233.5,0.8,2,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T08:00:00,26.4,26.4,21.8,75.92,0,0,,0,0,,9.5,210,1009.7,17.8,14.5,307.1,1.1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T09:00:00,26.8,29.1,22.4,76.58,0,0,,0,0,,10.4,200,1009.3,19,12.3,355,1.3,4,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T10:00:00,27.5,30.4,22.9,75.75,0,0,,0,0,,4.4,299,1008.5,24.9,12.3,375.4,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T11:00:00,26.8,29.3,23,79.44,0,0,,0,0,35.3,11.5,239,1008.1,51.7,12.3,389.9,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T12:00:00,27.6,30.4,22.4,73.05,0,0,,0,0,38.9,15,219,1007.6,19,13.8,453.4,1.6,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T13:00:00,27.6,30.1,21.8,70.69,0,0,,0,0,31,15.1,220,1006.6,55.8,16,649.5,2.3,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T14:00:00,25.1,25.1,22.2,83.95,0,0,,0,0,39.1,11.9,220,1006,83.2,11.6,671,2.4,7,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T15:00:00,27.2,29.6,22.2,74.17,0,0,,0,0,34,15.9,235,1005.2,75.5,16,649.8,2.3,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T16:00:00,27.3,29.6,21.8,72.22,0,0,,0,0,37.1,18.2,237,1004.8,69.6,16,534.5,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T17:00:00,27.8,30.5,22.2,71.73,0,0,,0,0,,12.3,220,1004.2,85.9,16,380.1,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T18:00:00,28.6,31.8,22.4,69.04,0,0,,0,0,,9.9,220,1003.9,39.8,16,241.1,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T19:00:00,27.9,30.9,22.9,74.28,0,0,,0,0,,12.6,231,1003.5,66.6,16,88.3,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T20:00:00,27.1,29.6,22.7,76.92,0,0,,0,0,,3,69,1003.5,62.7,16,3.3,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T21:00:00,25,25,23.7,92.65,0.689,100,rain,0,0,,7.9,180,1003.5,85.9,11,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T22:00:00,25.8,25.8,23.7,88.38,0.047,100,rain,0,0,,10.8,210,1003.9,40.9,16,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-23T23:00:00,25.8,25.8,23.5,87.3,0.22,100,rain,0,0,,10.4,220,1003.2,14,16,0,0,0,,Rain,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T00:00:00,26.6,26.6,23,80.56,0,0,,0,0,42.5,12.6,220,1003,37.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T01:00:00,27,29.6,23,78.64,0,0,,0,0,,14.8,220,1002.9,43.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T02:00:00,24.7,24.7,23,90.21,0.5,100,rain,0,0,35,13.7,230,1003.1,33.8,16,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T03:00:00,23.6,23.6,22.2,91.82,1.22,100,rain,0,0,44.6,11,250,1002.9,66.8,10.2,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T04:00:00,22.6,22.6,21.8,95.22,1.831,100,rain,0,0,,6.9,230,1002.1,100,16,0,0,0,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T05:00:00,23,23,21.7,92.54,0,0,,0,0,,12.1,281,1002.4,93,13.8,3.8,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T06:00:00,23,23,21.8,93.3,0.404,100,rain,0,0,,4,0,1002,69.6,10.1,62.6,0.2,1,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T07:00:00,22.7,22.7,21.8,95.04,8.656,100,rain,0,0,,1.4,15,1001.2,70.7,2.3,121.6,0.4,1,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T08:00:00,21.7,21.7,21.3,97.53,15.057,100,rain,0,0,,7.9,310,1002,56.1,3.3,157.9,0.6,2,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T09:00:00,22.2,22.2,21.3,94.6,3.966,100,rain,0,0,,4,0,1002.4,40.9,14.4,291.4,1,3,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T10:00:00,23.8,23.8,21.8,88.87,0,0,,0,0,,14.3,293,1003.1,14,16,495.4,1.8,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T11:00:00,25.9,25.9,20.9,73.96,0,0,,0,0,,12.6,288,1003.9,29.3,16,810.8,2.9,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T12:00:00,27.5,28.1,16.7,51.76,0,0,,0,0,48.1,20.2,295,1005.2,9.5,16,948.8,3.4,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T13:00:00,28,27.7,13.4,40.57,0,0,,0,0,44.6,25.6,298,1006.2,9.5,16,965.5,3.5,10,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T14:00:00,28.6,28,12.5,37.02,0,0,,0,0,48.1,35.3,290,1006.8,7.2,16,908.3,3.3,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T15:00:00,28.6,28.2,13.7,40.05,0,0,,0,0,46,16.1,310,1007.2,7.2,16,794.5,2.9,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T16:00:00,28.8,28.1,12.5,36.73,0,0,,0,0,46.4,33.5,290,1007.9,7.2,16,642.5,2.3,6,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T17:00:00,28.3,27.6,11.7,35.87,0,0,,0,0,42.5,12.9,300,1008.5,14,16,465.4,1.7,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T18:00:00,28.6,27.9,11.8,35.42,0,0,,0,0,42.5,16.3,283,1008.8,14,16,276,1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T19:00:00,28.3,27.8,12.7,38.23,0,0,,0,0,,5.5,326,1009,9.5,16,100.3,0.4,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T20:00:00,28.3,27.9,13.4,39.94,0,0,,0,0,,13.3,270,1009.7,9.5,16,4,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T21:00:00,27.6,27.5,13.5,41.74,0,0,,0,0,,10.4,240,1010.1,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T22:00:00,27,27.2,14.7,46.86,0,0,,0,0,33.5,9.9,240,1011.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-24T23:00:00,26.6,26.6,14.5,47.46,0,0,,0,0,29.5,10,260,1011.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T00:00:00,26.2,26.2,14,46.84,0,0,,0,0,,9.9,250,1012.2,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T01:00:00,23.9,23.9,15,57.6,0,0,,0,0,,7.4,310,1012.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T02:00:00,22.9,22.9,14.8,60.59,0,0,,0,0,,7.6,310,1012.9,56,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T03:00:00,22.9,22.9,15.3,62.45,0,0,,0,0,,3.5,352,1013.1,70.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T04:00:00,21.8,21.8,15.2,65.83,0,0,,0,0,,3.5,352,1013.2,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T05:00:00,21.2,21.2,15,67.86,0,0,,0,0,,6.9,310,1013.9,0,16,9.3,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T06:00:00,20.5,20.5,15.3,72.32,0,0,,0,0,,1.4,345,1014.4,7.2,16,120.8,0.4,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T07:00:00,21.2,21.2,15.8,71.06,0,0,,0,0,,0,0,1015,9.5,16,293.4,1.1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T08:00:00,22.9,22.9,15.2,61.92,0,0,,0,0,,0,0,1015.4,46.1,16,482,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T09:00:00,24,24,14.2,54.17,0,0,,0,0,,4,25,1015.4,29.3,16,633.8,2.3,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T10:00:00,25.3,25.3,12.6,45.39,0,0,,0,0,,2,0,1015.3,29.3,16,683.3,2.5,7,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T11:00:00,26.2,26.2,12.3,41.86,0,0,,0,0,,3.5,326,1015.3,9.5,16,711.3,2.6,7,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T12:00:00,27,27.1,14.1,45.12,0,0,,0,0,,3,326,1014.9,82.9,16,914.3,3.3,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T13:00:00,26.7,26.8,13.4,43.64,0,0,,0,0,,10,230,1014.6,43.7,16,917.8,3.3,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T14:00:00,28.1,27.8,13.6,40.87,0,0,,0,0,31.7,8.9,220,1013.6,17.8,16,755.5,2.7,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T15:00:00,27,27,13.5,43.32,0,0,,0,0,31.7,19.1,241,1013.3,55.8,16,620,2.2,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T16:00:00,24.8,24.8,15.6,56.73,0,0,,0,0,,1.4,356,1013.8,61.7,16,467.4,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T17:00:00,25.5,25.5,15.4,53.77,0,0,,0,0,,10.4,107,1013.2,9.5,16,296.6,1.1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T18:00:00,25.8,25.8,15.5,52.97,0,0,,0,0,,3.9,69,1013.1,33.8,16,169.2,0.6,2,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T19:00:00,24.8,24.8,14.7,53.33,0,0,,0,0,,4.4,61,1013.1,9.5,16,68.2,0.2,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T20:00:00,24.5,24.5,16.1,59.31,0,0,,0,0,,7.4,170,1013.3,9.5,16,2.8,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T21:00:00,24.2,24.2,16.1,60.62,0,0,,0,0,,3,69,1013.5,50.6,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T22:00:00,25.5,25.5,13.7,48.17,0,0,,0,0,,8.9,110,1013.7,88.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-25T23:00:00,25.8,25.8,10.9,39.39,0,0,,0,0,,13.9,280,1014.2,91.9,16,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T00:00:00,24.7,24.7,9.8,39.04,0,0,,0,0,40.7,14,300,1014.3,97,16,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T01:00:00,21.8,21.8,10.9,49.93,0,0,,0,0,44,22.3,340,1015.4,27.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T02:00:00,20.8,20.8,9.8,49.5,0,0,,0,0,,10,350,1015.4,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T03:00:00,19.7,19.7,9.7,52.46,0,0,,0,0,,8,333,1015.1,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T04:00:00,19.2,19.2,10.7,57.83,0,0,,0,0,,9,330,1015.7,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T05:00:00,18.6,18.6,10.5,59.01,0,0,,0,0,,2.5,341,1015.8,0,16,10.1,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T06:00:00,18.3,18.3,10.8,61.74,0,0,,0,0,,8.5,288,1016.4,0,16,127.8,0.5,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T07:00:00,19.2,19.2,11.7,62.03,0,0,,0,0,,3,341,1016.8,0,16,311.9,1.1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T08:00:00,19.7,19.7,11.7,59.97,0,0,,0,0,,3.9,341,1017,0,16,505.4,1.8,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T09:00:00,20.9,20.9,11.3,54.08,0,0,,0,0,,8,320,1017.1,0,16,674.5,2.4,7,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T10:00:00,22,22,9.7,45.5,0,0,,0,0,,13.4,285,1017.1,7.2,16,831.5,3,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T11:00:00,23.1,23.1,9.7,42.55,0,0,,0,0,,8.9,320,1016.9,7.2,16,940.8,3.4,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T12:00:00,24.8,24.8,8.5,35.39,0,0,,0,0,31.7,18.4,310,1016.6,13.4,16,986.3,3.6,10,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T13:00:00,25.7,25.7,8.6,33.91,0,0,,0,0,37.1,10.4,290,1016.3,33.2,16,881.8,3.2,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T14:00:00,24.8,24.8,8.6,35.61,0,0,,0,0,29.5,16.6,260,1015.8,50,16,749,2.7,7,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T15:00:00,26.5,26.5,9.4,33.97,2.409,100,rain,0,0,,14.7,230,1016.2,34.6,14.2,776,2.8,8,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T16:00:00,25.1,25.1,11.1,41.51,0.624,100,rain,0,0,42.5,16.5,203,1016.2,78.4,16,603.3,2.2,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T17:00:00,24.9,24.9,11.5,43.19,0.178,100,rain,0,0,,21.5,180,1015.8,86.6,16,394.5,1.4,4,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T18:00:00,24.3,24.3,12,46.23,0.446,100,rain,0,0,84,11,180,1015.5,81.5,16,254.6,0.9,3,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T19:00:00,24.3,24.3,12.1,46.65,0.178,100,rain,0,0,70.2,9,227,1015.5,5,16,97.8,0.4,1,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T20:00:00,23.4,23.4,14.2,56.51,0,0,,0,0,,8.9,235,1015.2,0.8,16,3.7,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T21:00:00,23.3,23.3,11.5,47.38,0,0,,0,0,59,11.3,277,1015.2,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T22:00:00,22.2,22.2,14.5,61.58,0.892,100,rain,0,0,73.8,5.2,262,1015.5,0,16,0,0,0,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-26T23:00:00,21.8,21.8,14.5,63.29,0,0,,0,0,,10.8,238,1015.8,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T00:00:00,21.3,21.3,12.5,57.38,0,0,,0,0,,8.6,272,1015.6,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T01:00:00,22.2,22.2,11,48.99,0,0,,0,0,,7,282,1015.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T02:00:00,21.2,21.2,12.6,57.86,0,0,,0,0,25.9,16.5,261,1015.8,88.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T03:00:00,20,20,9.8,51.98,0,0,,0,0,40.7,16.9,352,1015.8,60.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T04:00:00,19.2,19.2,10.5,57.06,0,0,,0,0,,8,50,1015.2,60.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T05:00:00,17.6,17.6,13.4,75.92,0.129,100,rain,0,0,,2,356,1016.1,100,14.5,8.6,0,0,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T06:00:00,16.4,16.4,14.8,90.19,2.87,100,rain,0,0,,0,0,1016.8,98.1,4.3,99.7,0.4,1,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T07:00:00,16.4,16.4,15.6,95.13,1.301,100,rain,0,0,,3,27,1015.8,87.2,12.3,173.8,0.6,2,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T08:00:00,17.2,17.2,16,92.7,0,0,,0,0,,6.9,43,1016.2,88.8,12.3,195,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T09:00:00,18.8,18.8,15.7,82.17,0,0,,0,0,,7,241,1016.3,14,16,375.1,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T10:00:00,20,20,15.1,73.42,0.178,100,rain,0,0,,8.6,0,1016.5,51.8,11.5,614.8,2.2,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T11:00:00,21,21,16.6,75.91,0,0,,0,0,,12.8,221,1016.5,30.4,13.3,835.3,3,8,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-27T12:00:00,22.8,22.8,16.2,66.59,0,0,,0,0,,9.4,220,1015.9,3.6,14.2,817,2.9,8,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
